Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,South Africa,ZAF,23.5209999084473,22.5510005950928,21.4570007324219,19.7509994506836,21.9220008850098,22.8740005493164,22.5979995727539,22.8780002593994,22.9740009307861,23.1700000762939,23.2240009307861,24.5580005645752,25.2199993133545,25.1480007171631,26.80299949646,27.753999710083
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Angola,AGO,4.72599983215332,4.72200012207031,4.70300006866455,4.69600009918213,4.70699977874756,7.94999980926514,7.01000022888184,6.98899984359741,7,6.99900007247925,7.01200008392334,7.02400016784668,7.01300001144409,7.01900005340576,7.01200008392334,7.90100002288818
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Zimbabwe,ZWE,4.32999992370605,4.40100002288818,4.47700023651123,4.58799982070923,4.58599996566772,4.6399998664856,4.72800016403198,4.58500003814697,4.4850001335144,4.34800004959106,4.35200023651123,4.35799980163574,4.35300016403198,4.3600001335144,4.39300012588501,4.8899998664856
Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,Canada,CAN,..,..,..,..,40,..,35,..,37,..,55,..,55,..,..,..
Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,Cambodia,KHM,..,..,..,..,50,..,50,..,50,..,50,..,50,..,..,..
Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,Mexico,MEX,..,..,..,..,100,..,100,..,100,..,100,..,100,..,..,..
Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,Indonesia,IDN,..,..,..,..,100,..,100,..,100,..,100,..,100,..,..,..
Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,Thailand,THA,..,..,..,..,100,..,100,..,100,..,100,..,100,..,..,..
Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,South Africa,ZAF,..,..,..,..,60,..,60,..,60,..,60,..,66,..,..,..
Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,Angola,AGO,..,..,..,..,100,..,100,..,100,..,100,..,100,..,..,..
Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,Zimbabwe,ZWE,..,..,..,..,100,..,100,..,100,..,100,..,100,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Canada,CAN,80.1926829268293,80.3439024390244,80.5439024390244,80.6951219512195,80.9951219512195,81.2463414634146,81.4487804878049,81.6487804878049,81.7487804878049,81.8,81.9,81.9,81.9,82.0487804878049,82.0487804878049,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cambodia,KHM,63.088,63.927,64.697,65.394,66.014,66.56,67.043,67.48,67.888,68.273,68.637,68.977,69.289,69.57,69.823,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United States,USA,77.4878048780488,77.6878048780488,77.9878048780488,78.0390243902439,78.390243902439,78.5414634146342,78.6414634146341,78.7414634146342,78.7414634146342,78.8414634146341,78.690243902439,78.5390243902439,78.5390243902439,78.6390243902439,78.7878048780488,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mexico,MEX,75.3,75.296,75.255,75.194,75.128,75.065,75.011,74.966,74.93,74.908,74.904,74.917,74.947,74.992,75.054,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Indonesia,IDN,67.334,67.717,68.105,68.485,68.853,69.205,69.542,69.866,70.179,70.481,70.768,71.035,71.282,71.509,71.716,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Thailand,THA,72.099,72.499,72.916,73.341,73.766,74.184,74.593,74.992,75.378,75.747,76.091,76.403,76.683,76.931,77.15,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Africa,ZAF,53.447,53.795,54.452,55.36,56.46,57.669,58.895,60.06,61.099,61.968,62.649,63.153,63.538,63.857,64.131,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Angola,AGO,50.165,51.143,52.177,53.243,54.311,55.35,56.33,57.236,58.054,58.776,59.398,59.925,60.379,60.782,61.147,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zimbabwe,ZWE,43.241,43.853,44.947,46.504,48.449,50.64,52.896,55.032,56.897,58.41,59.534,60.294,60.812,61.195,61.49,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Canada,CAN,82.6,82.7,82.9,83,83.3,83.5,83.6,83.8,83.9,83.9,84,84,84,84.2,84.2,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Cambodia,KHM,65.312,66.15,66.904,67.569,68.145,68.64,69.072,69.47,69.854,70.234,70.61,70.975,71.318,71.629,71.909,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,United States,USA,80.1,80.3,80.6,80.6,80.9,81,81.1,81.2,81.2,81.3,81.2,81.1,81.1,81.2,81.4,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Mexico,MEX,77.999,78.035,78.039,78.026,78.004,77.979,77.952,77.922,77.89,77.86,77.837,77.826,77.827,77.844,77.879,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Indonesia,IDN,69.107,69.565,70.025,70.474,70.905,71.311,71.69,72.047,72.383,72.698,72.992,73.264,73.515,73.748,73.967,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Thailand,THA,75.619,75.981,76.383,76.815,77.265,77.725,78.186,78.64,79.078,79.49,79.863,80.189,80.468,80.704,80.9,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,South Africa,ZAF,55.927,56.281,56.994,57.995,59.218,60.565,61.935,63.236,64.394,65.359,66.108,66.654,67.064,67.398,67.679,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Angola,AGO,52.614,53.642,54.726,55.839,56.953,58.033,59.052,59.992,60.841,61.591,62.237,62.783,63.252,63.666,64.039,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Zimbabwe,ZWE,44.962,45.535,46.603,48.14,50.068,52.239,54.471,56.578,58.412,59.892,60.984,61.719,62.22,62.598,62.899,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Canada,CAN,77.9,78.1,78.3,78.5,78.8,79.1,79.4,79.6,79.7,79.8,79.9,79.9,79.9,80,80,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Cambodia,KHM,60.738,61.567,62.342,63.062,63.72,64.313,64.842,65.315,65.742,66.127,66.474,66.785,67.062,67.312,67.538,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,United States,USA,75,75.2,75.5,75.6,76,76.2,76.3,76.4,76.4,76.5,76.3,76.1,76.1,76.2,76.3,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Mexico,MEX,72.575,72.532,72.447,72.342,72.233,72.135,72.056,71.997,71.958,71.943,71.954,71.99,72.046,72.118,72.203,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Indonesia,IDN,65.579,65.899,66.228,66.554,66.872,67.182,67.485,67.784,68.081,68.371,68.651,68.914,69.156,69.375,69.572,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Thailand,THA,68.71,69.138,69.563,69.978,70.374,70.749,71.104,71.446,71.779,72.102,72.412,72.704,72.977,73.228,73.46,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,South Africa,ZAF,51.104,51.439,52.038,52.853,53.833,54.906,55.993,57.027,57.951,58.728,59.342,59.803,60.162,60.463,60.726,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Angola,AGO,47.893,48.821,49.807,50.826,51.85,52.848,53.79,54.66,55.447,56.14,56.737,57.242,57.677,58.064,58.416,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Zimbabwe,ZWE,41.573,42.193,43.276,44.81,46.724,48.884,51.117,53.24,55.106,56.632,57.778,58.565,59.105,59.501,59.798,..
Net migration,SM.POP.NETM,Canada,CAN,..,..,1326431,..,..,..,..,1241416,..,..,..,..,1210159,..,..,..
Net migration,SM.POP.NETM,Cambodia,KHM,..,..,-295987,..,..,..,..,-149999,..,..,..,..,-149999,..,..,..
Net migration,SM.POP.NETM,United States,USA,..,..,5428756,..,..,..,..,4961716,..,..,..,..,4774029,..,..,..
Net migration,SM.POP.NETM,Mexico,MEX,..,..,-562404,..,..,..,..,-422477,..,..,..,..,-300000,..,..,..
Net migration,SM.POP.NETM,Indonesia,IDN,..,..,-1333685,..,..,..,..,-454447,..,..,..,..,-494777,..,..,..
Net migration,SM.POP.NETM,Thailand,THA,..,..,59008,..,..,..,..,167314,..,..,..,..,97222,..,..,..
Net migration,SM.POP.NETM,South Africa,ZAF,..,..,862221,..,..,..,..,919697,..,..,..,..,727026,..,..,..
Net migration,SM.POP.NETM,Angola,AGO,..,..,357301,..,..,..,..,166267,..,..,..,..,32066,..,..,..
Net migration,SM.POP.NETM,Zimbabwe,ZWE,..,..,-512676,..,..,..,..,-622997,..,..,..,..,-584288,..,..,..
"Population ages 00-14, total",SP.POP.0014.TO,Canada,CAN,5699388,5667703,5635757,5616013,5608093,5606922,5636891,5657280,5671952,5691799,5709424,5740699,5799752,5882337,5957010,5995422
"Population ages 00-14, total",SP.POP.0014.TO,Cambodia,KHM,4919913,4884569,4846707,4808363,4779983,4769772,4787157,4803021,4825072,4859074,4905112,4948930,5006532,5070166,5127182,5170334
"Population ages 00-14, total",SP.POP.0014.TO,United States,USA,61707218,62115320,62324459,62414797,62456435,62498933,62395007,62220502,62001634,61818661,61657987,61459046,61313248,61148289,60902964,60531991
"Population ages 00-14, total",SP.POP.0014.TO,Mexico,MEX,33749096,33798545,33787851,33739827,33692627,33666194,33640734,33657460,33693379,33707136,33676708,33676044,33614045,33512294,33405803,33310119
"Population ages 00-14, total",SP.POP.0014.TO,Indonesia,IDN,67618156,67697354,67957690,68391140,68992007,69716216,69917357,70249118,70600834,70843582,70928717,71228822,71230548,71069736,70944816,70941104
"Population ages 00-14, total",SP.POP.0014.TO,Thailand,THA,13924391,13704044,13492036,13284646,13083013,12890536,12819758,12720502,12601016,12475316,12350897,12170444,12010548,11863232,11713485,11553638
"Population ages 00-14, total",SP.POP.0014.TO,South Africa,ZAF,14786130,14791617,14840942,14932291,15053477,15196945,15401412,15600147,15800774,16009828,16223293,16420143,16618491,16805770,16963349,17081570
"Population ages 00-14, total",SP.POP.0014.TO,Angola,AGO,9111255,9459742,9823509,10201777,10590934,10987155,11418718,11849941,12280862,12710363,13136045,13571355,13999872,14421730,14837599,15248424
"Population ages 00-14, total",SP.POP.0014.TO,Zimbabwe,ZWE,4993345,5009935,5048695,5108435,5187117,5283500,5387543,5508283,5638052,5764685,5878455,5986056,6064488,6122210,6174257,6229216
"Population ages 15-19, female",SP.POP.1519.FE,Canada,CAN,1057095,1071021,1083177,1091597,1092176,1083175,1085457,1081795,1069108,1049786,1025384,1013235,1000719,990545,983367,977807
"Population ages 15-19, female",SP.POP.1519.FE,Cambodia,KHM,784171,767191,766982,782842,801028,809420,816466,811541,797821,781974,768536,755936,743541,733258,727434,727375
"Population ages 15-19, female",SP.POP.1519.FE,United States,USA,10492160,10577967,10670146,10755045,10803520,10810603,10817644,10766790,10668159,10563548,10472331,10450881,10432253,10411817,10390150,10360836
"Population ages 15-19, female",SP.POP.1519.FE,Mexico,MEX,5232344,5275512,5330992,5394573,5453737,5497077,5519304,5516487,5497925,5479820,5472381,5474669,5487931,5505645,5516572,5514580
"Population ages 15-19, female",SP.POP.1519.FE,Indonesia,IDN,10901483,10819706,10706394,10604619,10537886,10513417,10626698,10757785,10897692,11031200,11145324,11214361,11272987,11313572,11326565,11310294
"Population ages 15-19, female",SP.POP.1519.FE,Thailand,THA,2528388,2488196,2458245,2438776,2423194,2404526,2395033,2384933,2374956,2365887,2356086,2322047,2277279,2226537,2177112,2133660
"Population ages 15-19, female",SP.POP.1519.FE,South Africa,ZAF,2650559,2644637,2622372,2588870,2552729,2519856,2487472,2461635,2440789,2423142,2408505,2401855,2398254,2400570,2413807,2440831
"Population ages 15-19, female",SP.POP.1519.FE,Angola,AGO,1071060,1106205,1142247,1178990,1216653,1255663,1293415,1333539,1376409,1422713,1473079,1526426,1583576,1644831,1710550,1780690
"Population ages 15-19, female",SP.POP.1519.FE,Zimbabwe,ZWE,798875,794028,785971,776870,769889,766954,757542,753324,753875,758112,765094,766855,773408,784956,801392,822189
"Population ages 15-19, male",SP.POP.1519.MA,Canada,CAN,1119679,1133820,1144449,1150113,1147819,1136647,1137832,1135604,1125505,1109125,1087471,1072381,1056417,1042778,1032482,1024372
"Population ages 15-19, male",SP.POP.1519.MA,Cambodia,KHM,814388,794725,794330,815558,843878,863175,871013,862787,842745,819496,799075,779495,759692,742947,733333,732950
"Population ages 15-19, male",SP.POP.1519.MA,United States,USA,11115594,11176564,11253399,11334850,11390060,11409037,11392457,11309789,11176147,11041137,10928437,10889069,10859786,10835147,10812989,10784617
"Population ages 15-19, male",SP.POP.1519.MA,Mexico,MEX,5092115,5171916,5281575,5405560,5516239,5594298,5631193,5629129,5603386,5579715,5574391,5586386,5614403,5650382,5680011,5695013
"Population ages 15-19, male",SP.POP.1519.MA,Indonesia,IDN,11232554,11111658,10975022,10877449,10838596,10854517,11044643,11232533,11414191,11583496,11732561,11833996,11921465,11986189,12016177,12008052
"Population ages 15-19, male",SP.POP.1519.MA,Thailand,THA,2583212,2540297,2510578,2493990,2483179,2470657,2468743,2467351,2466858,2466480,2463376,2432835,2388764,2337241,2287403,2244846
"Population ages 15-19, male",SP.POP.1519.MA,South Africa,ZAF,2695522,2688638,2664918,2629667,2591644,2556796,2525073,2500023,2479857,2462386,2447045,2438474,2432553,2432823,2445035,2472380
"Population ages 15-19, male",SP.POP.1519.MA,Angola,AGO,1055634,1088745,1123011,1158548,1195628,1234473,1271097,1310141,1352094,1397730,1447636,1499249,1555353,1616144,1681692,1751828
"Population ages 15-19, male",SP.POP.1519.MA,Zimbabwe,ZWE,762546,752932,742383,733645,729211,729897,722303,720860,725143,733893,745860,750800,760027,773998,793044,816706
"Population ages 20-24, female",SP.POP.2024.FE,Canada,CAN,1090497,1106962,1118954,1129840,1140955,1151193,1156378,1170379,1191334,1212008,1221441,1222510,1212831,1198115,1181874,1163289
"Population ages 20-24, female",SP.POP.2024.FE,Cambodia,KHM,805191,846963,837055,782736,715565,665639,658924,684923,730150,771302,794020,803459,799110,784891,768352,754488
"Population ages 20-24, female",SP.POP.2024.FE,United States,USA,10087616,10219814,10344717,10459254,10557384,10645431,10793758,10956162,11106556,11221654,11274636,11277393,11211873,11101617,10987824,10885842
"Population ages 20-24, female",SP.POP.2024.FE,Mexico,MEX,4906368,4950298,4993949,5036819,5080907,5129915,5200093,5276513,5351248,5412151,5451550,5472815,5471941,5457014,5441620,5434658
"Population ages 20-24, female",SP.POP.2024.FE,Indonesia,IDN,10444025,10580615,10647151,10596181,10442655,10248949,10191353,10185378,10226555,10300601,10395750,10499809,10638025,10789299,10924467,11027508
"Population ages 20-24, female",SP.POP.2024.FE,Thailand,THA,2614029,2580274,2531030,2472411,2414512,2366121,2339861,2337152,2352206,2373144,2391553,2408577,2412640,2404139,2385340,2357993
"Population ages 20-24, female",SP.POP.2024.FE,South Africa,ZAF,2478972,2533959,2582656,2622089,2649618,2663857,2655010,2636825,2611418,2583270,2555762,2530293,2505776,2483249,2463553,2447270
"Population ages 20-24, female",SP.POP.2024.FE,Angola,AGO,883180,917653,954334,992337,1030541,1068258,1103117,1138163,1173490,1209467,1246606,1284472,1323518,1364693,1409338,1458325
"Population ages 20-24, female",SP.POP.2024.FE,Zimbabwe,ZWE,682704,691023,701752,713422,723396,730145,724927,716326,706712,699107,695401,688197,685919,688886,695804,705687
"Population ages 20-24, male",SP.POP.2024.MA,Canada,CAN,1133619,1152539,1169178,1185831,1202142,1215842,1211854,1218251,1235857,1258166,1272658,1277567,1269556,1254725,1237212,1216655
"Population ages 20-24, male",SP.POP.2024.MA,Cambodia,KHM,787011,832729,825194,770468,701243,650929,653612,693300,753646,806956,836314,848108,840567,819306,794773,773818
"Population ages 20-24, male",SP.POP.2024.MA,United States,USA,10561996,10692774,10807147,10914368,11015266,11117337,11293821,11477999,11641285,11758771,11803434,11788646,11692854,11545822,11398033,11270787
"Population ages 20-24, male",SP.POP.2024.MA,Mexico,MEX,4675117,4720383,4764634,4813212,4874754,4954698,5060182,5181316,5303364,5404395,5471577,5514205,5523600,5512439,5501809,5505161
"Population ages 20-24, male",SP.POP.2024.MA,Indonesia,IDN,10543198,10677878,10726088,10631880,10417057,10165368,10169355,10251123,10395071,10568750,10748611,10924035,11118282,11313352,11486572,11625762
"Population ages 20-24, male",SP.POP.2024.MA,Thailand,THA,2659449,2619522,2562360,2495274,2430607,2378821,2359151,2363985,2386259,2413546,2438093,2463667,2477987,2480112,2470482,2449911
"Population ages 20-24, male",SP.POP.2024.MA,South Africa,ZAF,2519093,2577239,2627878,2668106,2695507,2708902,2700945,2683805,2659100,2630897,2602457,2574473,2546653,2520301,2496689,2476821
"Population ages 20-24, male",SP.POP.2024.MA,Angola,AGO,865667,898357,933107,969182,1005629,1041975,1075990,1110305,1144971,1180350,1216979,1253733,1291967,1332444,1376245,1424241
"Population ages 20-24, male",SP.POP.2024.MA,Zimbabwe,ZWE,615931,622610,630642,638389,643735,646316,638368,629723,622790,619710,621626,621898,627646,639217,654640,672142
"Population ages 25-29, female",SP.POP.2529.FE,Canada,CAN,1067433,1088653,1112280,1137922,1162681,1184274,1199459,1210076,1214032,1215737,1219092,1239753,1270149,1306806,1337916,1352972
"Population ages 25-29, female",SP.POP.2529.FE,Cambodia,KHM,377995,434583,540211,676961,802403,880199,885864,836776,756689,686311,651091,646271,672529,717104,757525,779853
"Population ages 25-29, female",SP.POP.2529.FE,United States,USA,9686957,9779971,9902539,10044091,10181218,10304292,10443233,10589604,10737644,10897993,11065654,11227974,11386433,11522288,11612802,11637241
"Population ages 25-29, female",SP.POP.2529.FE,Mexico,MEX,4601912,4643707,4691363,4741188,4788132,4829693,4877857,4922691,4967874,5018745,5077419,5148037,5227939,5307386,5371472,5411644
"Population ages 25-29, female",SP.POP.2529.FE,Indonesia,IDN,10212041,10289893,10390417,10542150,10716848,10843123,10787018,10632062,10426024,10242859,10127415,10058778,10058680,10111792,10190453,10278030
"Population ages 25-29, female",SP.POP.2529.FE,Thailand,THA,2663370,2657696,2646863,2625102,2588502,2537465,2466465,2392218,2322897,2268208,2234450,2249402,2283509,2327736,2368092,2395209
"Population ages 25-29, female",SP.POP.2529.FE,South Africa,ZAF,2127230,2180740,2247069,2321906,2398191,2470363,2520047,2568727,2612379,2645479,2664684,2671017,2660991,2639472,2613858,2588762
"Population ages 25-29, female",SP.POP.2529.FE,Angola,AGO,718877,745610,775587,808088,842116,877070,911493,947662,984663,1021325,1057068,1091898,1126088,1160166,1194956,1231078
"Population ages 25-29, female",SP.POP.2529.FE,Zimbabwe,ZWE,554832,565072,572539,578807,586332,596614,609059,621292,631158,636370,636598,634641,628299,618683,608689,601594
"Population ages 25-29, male",SP.POP.2529.MA,Canada,CAN,1095038,1113061,1134518,1160207,1187432,1213374,1228128,1235687,1233798,1228300,1225813,1253408,1292615,1338806,1378289,1399227
"Population ages 25-29, male",SP.POP.2529.MA,Cambodia,KHM,349288,406224,511485,647479,772025,848251,851455,800860,720962,653546,624672,630263,670100,728941,780739,809446
"Population ages 25-29, male",SP.POP.2529.MA,United States,USA,9763408,9893582,10056833,10226040,10371385,10492057,10673928,10869402,11067803,11273421,11476865,11668459,11845886,11989672,12077266,12088740
"Population ages 25-29, male",SP.POP.2529.MA,Mexico,MEX,4251370,4296141,4356043,4421779,4481827,4531813,4587997,4636963,4686951,4750181,4832295,4939208,5066629,5198286,5309027,5384130
"Population ages 25-29, male",SP.POP.2529.MA,Indonesia,IDN,10304042,10378526,10467900,10601295,10746378,10823772,10744102,10559605,10329273,10143336,10055734,10044251,10130785,10287672,10467344,10640126
"Population ages 25-29, male",SP.POP.2529.MA,Thailand,THA,2658809,2656568,2646467,2624022,2585996,2532620,2465566,2394373,2327646,2276193,2246721,2263673,2300291,2347952,2393282,2427195
"Population ages 25-29, male",SP.POP.2529.MA,South Africa,ZAF,2145183,2207048,2280586,2361326,2442291,2517962,2569303,2620105,2665683,2700082,2719818,2724626,2712038,2687108,2657660,2628636
"Population ages 25-29, male",SP.POP.2529.MA,Angola,AGO,699753,725182,753448,783905,815759,848595,881707,916519,952123,987463,1022076,1055852,1089442,1123076,1157224,1192393
"Population ages 25-29, male",SP.POP.2529.MA,Zimbabwe,ZWE,480439,489285,496079,501186,505921,511221,516318,519346,519000,514873,508466,509624,509027,506560,503772,503568
"Population ages 30-34, female",SP.POP.3034.FE,Canada,CAN,1082432,1087197,1095572,1109301,1127989,1150253,1168266,1193166,1221688,1248744,1266875,1279880,1285862,1291673,1302756,1319543
"Population ages 30-34, female",SP.POP.3034.FE,Cambodia,KHM,448249,426094,386293,342924,323977,350504,424743,548286,691442,806564,864755,872428,823983,744057,673987,639170
"Population ages 30-34, female",SP.POP.3034.FE,United States,USA,9819370,9802004,9805181,9829361,9871347,9935200,10014740,10131471,10271129,10428976,10592859,10751634,10897455,11032145,11166357,11297895
"Population ages 30-34, female",SP.POP.3034.FE,Mexico,MEX,4352124,4409713,4455725,4494113,4530919,4569326,4613610,4657280,4699733,4740913,4781444,4826953,4874326,4924751,4980203,5041468
"Population ages 30-34, female",SP.POP.3034.FE,Indonesia,IDN,9329416,9519447,9684981,9815223,9922809,10042623,10208146,10395352,10573411,10692246,10721206,10652503,10504768,10313303,10137485,10018019
"Population ages 30-34, female",SP.POP.3034.FE,Thailand,THA,2835560,2815307,2797041,2780785,2764156,2742738,2697434,2641461,2572611,2492907,2408067,2352144,2302274,2262696,2239316,2234972
"Population ages 30-34, female",SP.POP.3034.FE,South Africa,ZAF,1893489,1919813,1942838,1969009,2007173,2061972,2116285,2184431,2261528,2338469,2408916,2480786,2544937,2598731,2639035,2664079
"Population ages 30-34, female",SP.POP.3034.FE,Angola,AGO,597736,622349,644260,664940,687077,712319,738664,767919,799462,832291,865793,899874,935067,970850,1006461,1041425
"Population ages 30-34, female",SP.POP.3034.FE,Zimbabwe,ZWE,400964,414178,429155,444632,458954,471291,488382,502154,512915,522063,530448,540400,551028,560297,565307,564568
"Population ages 30-34, male",SP.POP.3034.MA,Canada,CAN,1099889,1103251,1108947,1118088,1130958,1147916,1165604,1190616,1218671,1243696,1257783,1272482,1280146,1288159,1302859,1325129
"Population ages 30-34, male",SP.POP.3034.MA,Cambodia,KHM,419762,398134,358640,315521,296720,323002,394404,514648,654253,765833,820862,826987,777117,697226,630274,602128
"Population ages 30-34, male",SP.POP.3034.MA,United States,USA,9909923,9840160,9806412,9817439,9867342,9947267,10046221,10185388,10350982,10540064,10740926,10941543,11132584,11312323,11486356,11648827
"Population ages 30-34, male",SP.POP.3034.MA,Mexico,MEX,4017208,4062685,4094477,4118917,4145791,4179879,4225043,4274877,4326300,4376002,4423295,4476367,4529884,4588592,4660173,4748412
"Population ages 30-34, male",SP.POP.3034.MA,Indonesia,IDN,9452089,9654721,9832799,9967670,10066627,10163688,10305915,10467553,10618650,10709398,10710063,10612774,10434861,10221106,10045083,9955229
"Population ages 30-34, male",SP.POP.3034.MA,Thailand,THA,2720244,2714164,2708461,2702430,2693244,2676801,2638489,2591661,2534006,2466090,2392031,2342459,2295472,2256586,2233931,2231722
"Population ages 30-34, male",SP.POP.3034.MA,South Africa,ZAF,1874482,1909138,1942356,1979580,2028455,2092835,2148860,2219644,2300481,2381782,2456389,2529615,2593798,2646808,2686086,2710031
"Population ages 30-34, male",SP.POP.3034.MA,Angola,AGO,578306,601323,621744,641036,661819,685593,710557,738186,767947,799044,830940,863133,896774,931244,965615,999332
"Population ages 30-34, male",SP.POP.3034.MA,Zimbabwe,ZWE,356035,364039,374513,386464,398086,407730,419636,427126,430009,429607,426978,429749,432860,434865,434227,430306
"Population ages 35-39, female",SP.POP.3539.FE,Canada,CAN,1166096,1143196,1130158,1127536,1131325,1138194,1143018,1152963,1165430,1180541,1196914,1221888,1251909,1286165,1317775,1339678
"Population ages 35-39, female",SP.POP.3539.FE,Cambodia,KHM,427192,432219,441396,451071,453045,441691,414331,369353,324977,310224,341445,416047,538834,680361,793897,851364
"Population ages 35-39, female",SP.POP.3539.FE,United States,USA,10315339,10185013,10103358,10063287,10039963,10023105,9995926,9985558,9991148,10029397,10101834,10201695,10319154,10447130,10580188,10707571
"Population ages 35-39, female",SP.POP.3539.FE,Mexico,MEX,3842963,3944214,4049501,4152825,4245240,4321539,4386322,4434778,4472293,4507248,4544096,4580225,4619471,4661206,4703729,4746361
"Population ages 35-39, female",SP.POP.3539.FE,Indonesia,IDN,8318511,8534379,8742287,8941675,9128784,9297702,9434552,9547925,9653359,9773866,9919381,10071765,10263623,10453762,10578564,10603161
"Population ages 35-39, female",SP.POP.3539.FE,Thailand,THA,2990993,2996457,2985639,2964929,2943342,2925712,2897372,2869727,2838765,2798829,2745376,2679917,2608518,2534926,2464552,2401260
"Population ages 35-39, female",SP.POP.3539.FE,South Africa,ZAF,1603415,1637100,1672790,1709081,1744443,1779140,1814956,1846761,1877828,1914739,1962629,2034542,2118514,2208924,2297221,2377613
"Population ages 35-39, female",SP.POP.3539.FE,Angola,AGO,445715,468002,497081,529983,562057,590500,614549,635796,655703,676853,700895,726889,755240,785632,817417,850121
"Population ages 35-39, female",SP.POP.3539.FE,Zimbabwe,ZWE,300556,304882,309683,315672,323582,333524,351771,372714,394963,416052,433939,447282,458041,467121,475690,484101
"Population ages 35-39, male",SP.POP.3539.MA,Canada,CAN,1189576,1164393,1149104,1144462,1145924,1149183,1147894,1151100,1157516,1168182,1181478,1206020,1236935,1273037,1306888,1331106
"Population ages 35-39, male",SP.POP.3539.MA,Cambodia,KHM,388719,396390,407524,419017,422773,412942,385075,339510,294226,277890,306621,378391,497154,633790,742625,796606
"Population ages 35-39, male",SP.POP.3539.MA,United States,USA,10581641,10411269,10269822,10155612,10058543,9983665,9932456,9919416,9938076,9995301,10086472,10204698,10340917,10489753,10648938,10809054
"Population ages 35-39, male",SP.POP.3539.MA,Mexico,MEX,3499053,3584828,3685823,3791140,3884041,3954708,4008215,4040744,4061092,4082781,4112974,4146847,4190202,4240442,4292520,4343789
"Population ages 35-39, male",SP.POP.3539.MA,Indonesia,IDN,8491090,8708034,8924231,9137730,9340680,9521598,9651966,9748353,9829401,9922672,10041007,10164772,10329779,10494075,10592522,10590213
"Population ages 35-39, male",SP.POP.3539.MA,Thailand,THA,2793749,2805332,2803615,2793613,2782575,2774202,2751835,2731138,2708109,2677019,2633687,2582193,2526479,2469018,2413272,2361773
"Population ages 35-39, male",SP.POP.3539.MA,South Africa,ZAF,1565994,1602233,1641505,1682937,1725480,1769322,1807701,1842724,1877332,1917725,1969114,2045346,2133664,2228195,2320124,2403602
"Population ages 35-39, male",SP.POP.3539.MA,Angola,AGO,434215,450940,476392,507086,537481,564223,586787,606789,625592,645683,668587,692777,719355,747958,777938,808851
