Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2006-0661-IDN,2006,0661,,Technological,Technological,Transport accident,Air,,,Indonesia,IDN,South-Eastern Asia,Asia,Papua province,,,,,No,No,,,,,,,,2006,11,17,2006,11,17,12,,,,,,,,,,,74.39638749,,,,
2006-0001-IDN,2006,0001,,Technological,Technological,Transport accident,Road,,,Indonesia,IDN,South-Eastern Asia,Asia,Pamekasan (Madura Isl.),,,,,No,No,,,,,,,,2006,1,1,2006,1,1,11,14,,,14,,,,,,,74.39638749,,,,
2006-0052-IDN,2006,0052,,Technological,Technological,Transport accident,Water,,Ferry,Indonesia,IDN,South-Eastern Asia,Asia,Coast of Nusa Tengarra East province,,,,,No,No,,,,,,,,2006,1,31,2006,1,31,117,,71,,71,,,,,,,74.39638749,,,,
2006-0085-IDN,2006,0085,,Technological,Technological,Transport accident,Water,,"Inter-island ferry ""Citra Mandala Bakti""",Indonesia,IDN,South-Eastern Asia,Asia,Eastern,,,,,No,No,,,,,,,,2006,1,31,2006,1,31,45,,114,,114,,,,,,,74.39638749,,,,
2006-0167-IDN,2006,0167,,Technological,Technological,Transport accident,Water,,Cargo,Indonesia,IDN,South-Eastern Asia,Asia,Near Timor Isl.,,,,,No,No,,,,,,,,2006,4,6,2006,4,6,29,,,,,,,,,,,74.39638749,,,,
2006-0202-IDN,2006,0202,,Technological,Technological,Transport accident,Water,,Ferry,Indonesia,IDN,South-Eastern Asia,Asia,Between Endau and Rote Isl. (near Timor),,,,,No,No,,,,,,,,2006,4,18,2006,4,18,10,,50,,50,,,,,,,74.39638749,,,,
2006-0325-IDN,2006,0325,,Technological,Technological,Transport accident,Water,,Ferry,Indonesia,IDN,South-Eastern Asia,Asia,Near Sumatra Isl.,,,,,No,No,,,,,,,,2006,6,21,2006,6,22,35,,,,,,,,,,,74.39638749,,,,
2006-0692-IDN,2006,0692,,Technological,Technological,Transport accident,Water,,"Ferry ""Trista I""",Indonesia,IDN,South-Eastern Asia,Asia,Between Sumatra and Bangka Islands,,,,,No,No,,,,,,,,2006,12,29,2006,12,29,50,,,,,,,,,,,74.39638749,,,,
2006-0696-IDN,2006,0696,,Technological,Technological,Transport accident,Water,,"Ferry ""Senopati Nusantara""",Indonesia,IDN,South-Eastern Asia,Asia,Around Mandalika Isl. (Near Java Isl.),,,,,No,No,,,,,,,,2006,12,30,2006,12,31,400,,250,,250,,,,,,,74.39638749,,,,
2006-0198-IDN,2006,0198,,Technological,Technological,Transport accident,Rail,,,Indonesia,IDN,South-Eastern Asia,Asia,Java Isl.,,,,,No,No,,,,,,,,2006,4,15,2006,4,15,13,26,,,26,,,,,,,74.39638749,,,,
2006-0608-IDN,2006,0608,,Technological,Technological,Industrial accident,Explosion,,,Indonesia,IDN,South-Eastern Asia,Asia,Porong (Java Isl),,,,,No,Yes,,,m3,,,,,2006,11,22,2006,11,22,12,11,,,11,,,,,,,74.39638749,,,,
2006-0609-IDN,2006,0609,,Technological,Technological,Industrial accident,Other,,,Indonesia,IDN,South-Eastern Asia,Asia,"Java Island, Lusi volcano, near Sidoarjo",,,,,No,No,,,m3,,,,,2006,5,29,2006,5,29,13,,,36000,36000,,,,,,,74.39638749,2,,18095,Sidoarjo (Adm2).
2006-0240-IDN,2006,0240,,Technological,Technological,Industrial accident,Collapse,,Gold mine,Indonesia,IDN,South-Eastern Asia,Asia,Lubuk Ulang Aling (Sumatra),,,,,No,No,,,m3,,,,,2006,5,6,2006,5,6,11,,,,,,,,,,,74.39638749,,,,
2006-0501-IDN,2006,0501,,Technological,Technological,Miscellaneous accident,Other,,,Indonesia,IDN,South-Eastern Asia,Asia,Jakarta,,,,,No,No,,,,,,,,2006,9,8,2006,9,8,23,,,,,,,,,,,74.39638749,,,,
2007-0066-CAN,2007,0066,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Canada,CAN,Northern America,Americas,"Ontario, Quebec provinces",,Cold wave,,,,,,,Kph,,,,,2007,2,14,2007,2,15,2,,,,,,,,,,,76.5186792,1,833;835,,"Ontario, Quebec / Qu�bec (Adm1)."
2007-0016-IDN,2007,0016,,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,"Tahuna, Dumuhung, Soa Taloara villages (Kepulauan-sangihe district, Sulawesi Utara province)",,Flood,,,,,,,,3.56,125.54,,,2007,1,12,2007,1,14,32,,3990,,3990,,,,,,,76.5186792,2,,73699,Kepulauan-sangihe (Adm2).
2007-0010-AGO,2007,0010,,Natural,Hydrological,Flood,Riverine flood,,,Angola,AGO,Middle Africa,Africa,"Cuando Cubango, Huambo, Malanje, Moxico provinces",Heavy rain,,,,,,,,Km2,-12.95,24.37,,"Okavango, Cuanza",2007,1,10,2007,5,10,,,,6000,6000,,,,,,,76.5186792,1,402;405;411;412,,"Cuando Cubango, Huambo, Malanje, Moxico (Adm1)."
2007-0027-AGO,2007,0027,,Natural,Hydrological,Flood,Riverine flood,,,Angola,AGO,Middle Africa,Africa,"Luanda, Cacuaco districts (Luanda province), Huambo, Bengo, Benguela, Lunda Norte provinces","Torrential rain, El Nino blamed",,,,,,,1600,Km2,-8.87,13.36,,,2007,1,17,2007,1,25,105,,40000,,40000,,,,,,,76.5186792,1,398;399;405;408;409,,"Bengo, Benguela, Huambo, Luanda, Lunda Norte (Adm1)."
2007-0056-AGO,2007,0056,,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Angola,AGO,Middle Africa,Africa,"Luanda, Cabinda, Benguela, Kwanza Norte, Bengo, Huambo, Malanje, Zaire, Huila, Kuanza Sul, Bi�, Uige, Luanda-Norte, Namibe, Kuando Kubango provinces",After flooding,,,,No,No,,,Vaccinated,,,,,2007,1,1,2007,12,31,515,,17875,,17875,,,,,,,76.5186792,,,,
2007-0050-IDN,2007,0050,FL-2007-000023,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kota Jakarta Barat, Kota Jakarta Selatan districts (Dki Jakarta province), Tangerang district (Banten province), Bekasi, Bogor, Kota Depok districts (Jawa Barat province)",Torrential rains,,,Yes,,,6200,1800,Km2,-6.22,106.83,,"Ciliwung, Pesangrahan, Krukut, Cisadane",2007,1,31,2007,2,22,68,1,217086,,217087,,,450000,588092,971000,1268971,76.5186792,2,,18007;18008;18028;73720;73722;73724,"Bekasi, Bogor, Kota Depok, Kota Jakarta Barat, Kota Jakarta Selatan, Tangerang (Adm2)."
2007-0011-IDN,2007,0011,,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,Padangpariaman district (Sumatera Barat province),Heavy rain,,,,,,,,,,,,,2007,1,9,2007,1,9,11,,,,,,,,,,,76.5186792,2,,73819,Padangpariaman (Adm2).
2007-0002-IDN,2007,0002,,Technological,Technological,Transport accident,Air,,Boeing,Indonesia,IDN,South-Eastern Asia,Asia,Sulawesi Isl.,,,,,No,No,,,,,,,,2007,1,1,2007,1,1,102,,,,,,,,,,,76.5186792,,,,
2007-0001-IDN,2007,0001,,Technological,Technological,Transport accident,Water,,,Indonesia,IDN,South-Eastern Asia,Asia,Near Borneo Isl.,,,,,No,No,,,,,,,,2007,1,1,2007,1,1,15,,10,,10,,,,,,,76.5186792,,,,
2007-0029-IDN,2007,0029,,Technological,Technological,Transport accident,Rail,,,Indonesia,IDN,South-Eastern Asia,Asia,Banyumas (Java Isl.),,,,,No,No,,,,,,,,2007,1,16,2007,1,16,5,100,,,100,,,,,,,76.5186792,,,,
2007-0067-IDN,2007,0067,,Natural,Biological,Epidemic,,,,Indonesia,IDN,South-Eastern Asia,Asia,Jakarta,,,,,No,No,,,Vaccinated,,,,,2007,2,,2007,2,,22,,357,,357,,,,,,,76.5186792,,,,
2005-0467-USA,2005,0467,,Natural,Meteorological,Storm,Tropical cyclone,,Katrina,United States of America (the),USA,Northern America,Americas,"Mobile, Bayou La Batre, Dauphin Island, Coden areas (Mobile district, Alabama province), New Orleans city (Orleans district, Louisiana province), Slidell area (St. Tammany district, Louisiana province), St. Bernard district (Louisiana province), Biloxi, Gulfport cities (Harrison district, Mississippi province), Pascagoula city (Jackson district, Mississippi province), Waveland, Bay St. Louis cities (Hancock district, Mississippi province), Georgia, Florida provinces",,Flood,Broken Dam/Burst bank,,,Yes,,280,Kph,,,,,2005,8,29,2005,9,19,1833,,500000,,500000,,,60000000,83250764,125000000,173439092,72.07141045,1;2,3223;3224,28739;29826;29834;29842;30101;30102;30108,"Florida, Georgia (Adm1). Hancock, Harrison, Jackson, Mobile, Orleans, St. Bernard, St. Tammany (Adm2)."
2005-0716-USA,2005,0716,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Reno area (Washoe district, Nevada province), Truckee area (Nevada district, California province), Napa, Sonoma, Mendocino, Marin, Solano, Los Angeles districts (California), Carson City district (Nevada province)",Storm,"Slide (land, mud, snow, rock)",Rain,,,Yes,,140500,Km2,,,,"Sacramento, San JOaquin, Russian, Napa, Navarro, Klamath, Eel, Pit, Susan, Truckee",2005,12,31,2006,1,18,3,,3600,,3600,,,,,245000,339941,72.07141045,2,,28883;28885;28887;28892;28893;28912;28913;30424;30439,"Carson City, Los Angeles, Marin, Mendocino, Napa, Nevada, Solano, Sonoma, Washoe (Adm2)."
2005-9206-KHM,2005,9206,,Natural,Climatological,Drought,Drought,,,Cambodia,KHM,South-Eastern Asia,Asia,Kampong Speu province,,Food shortage,Heat wave,,,,,,Km2,,,,,2005,4,,2005,4,,,,600000,,600000,,,,,,,72.07141045,1,795,,Kampong Speu (Adm1).
2005-0585-USA,2005,0585,,Natural,Meteorological,Storm,Tropical cyclone,,"Hurricane ""Wilma""",United States of America (the),USA,Northern America,Americas,"Florida Keys, Naples areas (Collier district, Florida province)",,Rain,Flood,,,Yes,,165,Kph,,,,,2005,10,24,2005,10,24,4,,30000,,30000,,,10350000,14360757,14300000,19841432,72.07141045,2,,29008,Collier (Adm2).
2005-0470-MEX,2005,0470,,Natural,Hydrological,Flood,Riverine flood,,,Mexico,MEX,Central America,Americas,"Veracruz, Michoacan, Oaxaca, Puebla provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,Yes,,242700,Km2,,,,"Aguililla, Chihuapan",2005,8,21,2005,8,30,30,,10000,,10000,,,,,,,72.07141045,1,2043;2047;2048;2057,,"Michoacan, Oaxaca, Puebla, Veracruz (Adm1)."
2005-0690-THA,2005,0690,,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,"Songkhla, Trang, Satun, Nakhon Si Thammarat, Phatthalung, Samut Prakarn, Samut Sakhon, Samut Songkham, Chumphon, Narathiwat, Pattani, Yala provinces",Heavy rains,"Slide (land, mud, snow, rock)",,Yes,,,,,Km2,,,,"Ta Pi, Pattani",2005,11,23,2006,1,12,55,,700000,,700000,,,,,97000,134589,72.07141045,1,2862;2880;2882;2887;2890;2906;2907;2908;2910;2913;2920;2925,,"Chumphon, Nakhon Si Thammarat, Narathiwat, Pattani, Phatthalung, Samut Prakarn, Samut Sakhon, Samut Songkham, Satun, Songkhla, Trang, Yala (Adm1)."
2005-0540-THA,2005,0540,,Natural,Meteorological,Storm,Tropical cyclone,,Damrey,Thailand,THA,South-Eastern Asia,Asia,"Lampang, Chiang Mai, Chiang Rai, Phayao, Mae Hong Son, Phrae, Yasothon, Ubon Ratchathani provinces",,Broken Dam/Burst bank,,,,,,,Kph,,,,"Ping, Chi",2005,9,26,2005,9,30,10,,2000,,2000,,,,,20000,27750,72.07141045,1,2859;2860;2868;2872;2891;2897;2921;2926,,"Chiang Mai, Chiang Rai, Lampang, Mae Hong Son, Phayao, Phrae, Ubon Ratchathani, Yasothon (Adm1)."
2005-0430-THA,2005,0430,,Natural,Climatological,Wildfire,Forest fire,,,Thailand,THA,South-Eastern Asia,Asia,"Satun, Phatthalung, Pattani, Yala, Narathiwat, Phuket, Songkhla provinces",,Pollution,,,,,,,Km2,,,,,2005,8,,2005,8,,,,,,,,,,,,,72.07141045,1,2882;2887;2890;2898;2910;2913;2925,,"Narathiwat, Pattani, Phatthalung, Phuket, Satun, Songkhla, Yala (Adm1)."
2005-0303-THA,2005,0303,,Natural,Meteorological,Storm,,,,Thailand,THA,South-Eastern Asia,Asia,"Lampang, Nan provinces",,Hail,,,,,,,Kph,,,,,2005,5,21,2005,5,21,,,1500,,1500,,,,,246,341,72.07141045,1,2868;2881,,"Lampang, Nan (Adm1)."
2005-0567-MEX,2005,0567,,Natural,Meteorological,Storm,Tropical cyclone,,Stan,Mexico,MEX,Central America,Americas,"Chiapas, Oaxaca, Veracruz, Puebla, Hidalgo, Tabasco provinces",,Rain,,,,Yes,,130,Kph,,,,,2005,10,1,2005,10,13,36,,1954571,,1954571,,,,,2500000,3468782,72.07141045,1,2032;2040;2047;2048;2054;2057,,"Chiapas, Hidalgo, Oaxaca, Puebla, Tabasco, Veracruz (Adm1)."
2005-0585-MEX,2005,0585,,Natural,Meteorological,Storm,Tropical cyclone,,"Hurricane ""Wilma""",Mexico,MEX,Central America,Americas,"Benito Juarez, Isla Mujeres, Cozumel districts (Quintana Roo province)",,Rain,,Yes,,Yes,,,Kph,,,,,2005,10,19,2005,10,24,7,,700000,300000,1000000,,,1800000,2497523,5000000,6937564,72.07141045,2,,20810;20811;20815,"Benito Juarez, Cozumel, Isla Mujeres (Adm2)."
2005-0283-MEX,2005,0283,,Natural,Hydrological,Flood,,,,Mexico,MEX,Central America,Americas,"District of Ocotlan, District Del Centro districts (Oaxaca province)",,Rain,,,,,,,Km2,,,,,2005,5,5,2005,5,5,8,,1000,,1000,,,,,,,72.07141045,2,,20552;20564,"Dist. Del Centro, Dist. Ocotlan (Adm2)."
2005-0286-USA,2005,0286,,Natural,Hydrological,Flood,Flash flood,,,United States of America (the),USA,Northern America,Americas,Idaho province,,Rain,,,,Yes,,,Km2,,,,,2005,5,6,2005,5,8,,,,,,,,,,5330,7395,72.07141045,1,3226,,Idaho (Adm1).
2005-0583-USA,2005,0583,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Keene, Alstead, Stoddard, Unity, Hinsdale, Walpole areas (Cheshire district, New Hampshire), Brattleboro, Guilford areas (Windham district, Vermont province), Pittsfield area (Berkshire district, Massachusetts province), Greenfield area (Franklin district, Massachusetts province), Northbridge, Worcester, Southbridge areas (Worcester district, Massachusetts), Spring Lake area (Monmouth district, New Jersey province), Wayne, Little Falls, Pompton Lakes areas (Passaic district, New Jersey province), Oakland, Lodi, Westwood areas (Bergen district, New Jersey province), Bound Brook area (Somerset district, New Jersey province), Tolland, Windham, Hartford districts (Connecticut province)",Heavy rain,Rain,,,,,,38290,Km2,,,,"Cold River, North Branch River, Little Sugar River, Housatonic, Merrimack, Blackstone, Ramapo, Passaic, Saddle, Pompton, Connecticut river",2005,10,8,2005,10,16,11,,3000,,3000,,,200000,277503,,,72.07141045,2,,28987;28992;28993;29896;29900;29908;30443;30452;30463;30466;30468;31495,"Bergen, Berkshire, Cheshire, Franklin, Hartford, Monmouth, Passaic, Somerset, Tolland, Windham, Worcester (Adm2)."
2005-0524-MEX,2005,0524,,Natural,Meteorological,Storm,Tropical cyclone,,Bret,Mexico,MEX,Central America,Americas,"Naranjal, Chinampa De Gorostiza districts (Veracruz province)",,Flood,,,,,,65,Kph,,,,,2005,6,29,2005,6,30,2,,15000,,15000,,,,,10000,13875,72.07141045,2,,21113;21188,"Chinampa De Gorostiza, Naranjal (Adm2)."
2005-0219-USA,2005,0219,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,United States of America (the),USA,Northern America,Americas,Rankin district (Mississippi province),,Flood,,,,Yes,,,Kph,,,,,2005,4,6,2005,4,8,,8,45,51,104,,,,,350000,485629,72.07141045,2,,30139,Rankin (Adm2).
2005-0547-USA,2005,0547,,Natural,Meteorological,Storm,Tropical cyclone,,Rita,United States of America (the),USA,Northern America,Americas,"Louisiana, Texas, Mississippi provinces",,Flood,,,,Yes,,280,Kph,,,,"Vermillion, Calcasieu, Mermentau, Amite, Sabine, Neches",2005,9,23,2005,10,1,10,,300000,,300000,,,11300000,15678894,16000000,22200204,72.07141045,1,3232;3238;3257,,"Louisiana, Mississippi, Texas (Adm1)."
2005-0822-KHM,2005,0822,,Natural,Hydrological,Flood,Riverine flood,,,Cambodia,KHM,South-Eastern Asia,Asia,"Kratie, Kampong Cham, Kandal, Prey Veng, Siem Reap provinces",Monsoonal rain,,,,,,,,Km2,,,,,2005,9,8,2005,9,29,16,,,,,,,,,,,72.07141045,1,793;798;801;808;811,,"Kampong Cham, Kandal, Kratie, Prey Veng, Siem Reap (Adm1)."
2005-0629-KHM,2005,0629,,Technological,Technological,Miscellaneous accident,Explosion,,Landmine,Cambodia,KHM,South-Eastern Asia,Asia,Oddar Meanchey province,,,,,No,No,,,,,,,,2005,11,13,2005,11,13,13,,,,,,,,,,,72.07141045,,,,
2005-0601-MEX,2005,0601,,Natural,Hydrological,Flood,Riverine flood,,,Mexico,MEX,Central America,Americas,"Chiapas, Oaxaca provinces",Heavy rains,,,,,,,62550,Km2,,,,,2005,9,26,2005,9,29,3,,3000,,3000,,,,,,,72.07141045,1,2032;2047,,"Chiapas, Oaxaca (Adm1)."
2005-0382-MEX,2005,0382,,Natural,Meteorological,Storm,Tropical cyclone,,Emily,Mexico,MEX,Central America,Americas,"Playa del Carmen, Cozumel areas (Cozumel district, Quintana Roo province), Merida, Tizimin districts (Yucatan province)",,,,,,,,,Kph,,,,,2005,7,18,2005,7,18,2,,,,,,,250000,346878,400000,555005,72.07141045,2,,20811;21325;21370,"Cozumel, Merida, Tizimin (Adm2)."
2005-0184-MEX,2005,0184,,Technological,Technological,Transport accident,Road,,,Mexico,MEX,Central America,Americas,North West,,,,,No,No,,,,,,,,2005,4,6,2005,4,6,20,15,,,15,,,,,,,72.07141045,,,,
2005-0532-MEX,2005,0532,,Technological,Technological,Miscellaneous accident,Explosion,,Fireworks market,Mexico,MEX,Central America,Americas,Tltepec area (Mexico area),,,,,No,No,,,,,,,,2005,9,15,2005,9,15,,104,,,104,,,,,,,72.07141045,,,,
2005-0435-THA,2005,0435,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Chiang Mai, Mae Hong Son, Chiang Rai, Phayao, Lampang, Nan, Lamphun, Nakhon Phanom, Tak provinces",Monsoonal rain,,,,,,,90160,Km2,,,,"Ping, Yom, Rong Chang, Pai, Lao, Nan",2005,8,13,2005,8,31,21,40,119270,,119310,,,,,121000,167889,72.07141045,1,2859;2860;2868;2869;2872;2877;2881;2891;2918,,"Chiang Mai, Chiang Rai, Lampang, Lamphun, Mae Hong Son, Nakhon Phanom, Nan, Phayao, Tak (Adm1)."
2005-0790-THA,2005,0790,,Technological,Technological,Transport accident,Water,,"Boat ""Runj Roj""",Thailand,THA,South-Eastern Asia,Asia,Phuket,,,,,No,No,,,,,,,,2005,3,5,2005,3,5,10,65,,,65,,,,,,,72.07141045,,,,
2005-9153-THA,2005,9153,,Natural,Climatological,Drought,Drought,,,Thailand,THA,South-Eastern Asia,Asia,"Ang Thong, Bangkok, Buriram, Chachoengsao, Chainat, Chaiyaphum, Chanthaburi, Chiang Mai, Chiang Rai, Chonburi, Chumphon, Kalasin, Kampaeng Phet, Kanchanaburi, Khon Kaen, Krabi, Lampang, Lamphun, Loei, Lopburi, Mae Hong Son, Maha Sarakham, Mukdahan, Nakhon Nayok, Nakhon Pathom, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nakhon Si Thammarat, Nan Narathiwat, Nong Khai, Nonthaburi, Pathum Thani, Pattani, Phangnga, Phatthalung, Phayao, Phetchabun, Phetchaburi, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Phuket, Prachuap Khilikhan, Ranong, Ratchaburi, Rayong, Roi Et, Sakon Nakhon, Samut Prakarn, Samut Sakhon, Samut Songkham, Saraburi, Satun, Si Saket, Singburi, Songkhla, Sukhothai, Suphanburi, Surat Thani, Surin, Tak, Trad, Trang, Uthai Thani, Uttaradit, Yala, Yasothon, Amnat Charoen, Nong Bua Lamphu, Phachinburi, Sa Kaeo, Ubon Ratchathani, Udon Thani provinces",,,,,,,,21600,Km2,,,,,2005,1,,2005,3,,,,,,,,,,,420000,582755,72.07141045,1,2851;2852;2853;2854;2855;2856;2857;2858;2859;2860;2861;2862;2863;2864;2865;2866;2867;2868;2869;2870;2871;2872;2873;2874;2875;2876;2877;2878;2879;2880;2881;2882;2883;2884;2885;2886;2887;2888;2889;2890;2891;2892;2893;2894;2895;2896;2897;2898;2899;2900;2901;2902;2903;2904;2905;2906;2907;2908;2909;2910;2911;2912;2913;2914;2915;2916;2917;2918;2919;2920;2921;2922;2923;2924;2925;2926,,"Amnat Charoen, Ang Thong, Bangkok, Buriram, Chachoengsao, Chainat, Chaiyaphum, Chanthaburi, Chiang Mai, Chiang Rai, Chonburi, Chumphon, Kalasin, Kampaeng Phet, Kanchanaburi, Khon Kaen, Krabi, Lampang, Lamphun, Loei, Lopburi, Mae Hong Son, Maha Sarakham, Mukdahan, Nakhon Nayok, Nakhon Pathom, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nakhon Si Thammarat, Nan, Narathiwat, Nong Bua Lamphu, Nong Khai, Nonthaburi, Pathum Thani, Pattani, Phachinburi, Phangnga, Phatthalung, Phayao, Phetchabun, Phetchaburi, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Phuket, Prachuap Khilikhan, Ranong, Ratchaburi, Rayong, Roi Et, Sa Kaeo, Sakon Nakhon, Samut Prakarn, Samut Sakhon, Samut Songkham, Saraburi, Satun, Si Saket, Singburi, Songkhla, Sukhothai, Suphanburi, Surat Thani, Surin, Tak, Trad, Trang, Ubon Ratchathani, Udon Thani, Uthai Thani, Uttaradit, Yala, Yasothon (Adm1)."
2005-0530-USA,2005,0530,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,Wisconsin province,,,,,,,,,Kph,,,,,2005,8,18,2005,8,18,,,120,81,201,,,,,,,72.07141045,1,3263,,Wisconsin (Adm1).
2005-0682-USA,2005,0682,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania, Idaho, Michigan, Minnesota, Montana, North Dakota, Oregon, South Dakota, Washington, Wisconsin, Wyoming provinces",,,,,,,,,Kph,,,,,2005,12,8,2005,12,9,10,,,,,,,,,,,72.07141045,1,3220;3226;3233;3235;3236;3237;3240;3243;3244;3246;3248;3251;3252;3253;3255;3259;3261;3263;3264,,"Connecticut, Idaho, Maine, Massachusetts, Michigan, Minnesota, Montana, New Hampshire, New Jersey, New York, North Dakota, Oregon, Pennsylvania, Rhode Island, South Dakota, Vermont, Washington, Wisconsin, Wyoming (Adm1)."
2005-0203-USA,2005,0203,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"New Jersey, Pennsylvania, New York, Maine provinces","Heavy rains, snowmelt",,,,,Yes,,130500,Km2,,,,"Delaware, Pequannock, Passaic, Pompton, Ramapo, Hackensack, Wanaque, Delaware, Susquehanna and tributaries, Hudson, Chenango, Tioughnioga, Neversink, Beaverkill, Esopus, Moodna, Rondout, Wallkill, Raritan, Passaic, Penobscot",2005,4,1,2005,4,6,2,,11000,,11000,,,,,30000,41625,72.07141045,1,3233;3244;3246;3252,,"Maine, New Jersey, New York, Pennsylvania (Adm1)."
